12.9,6.1
0,0
12.8,4.8
13.6,1.8
13.2,1.9
13.9,3.0
12.9,4.5
13.8,6.2
15.3,6.2
16.5,6.9
16.9,6.2
18.1,6.6
18.6,5.9
18.8,4.9
19.2,5.1
19.3,5.2
18.6,4.6
17.4,3.9
17.2,3.3
17.6,2.5
17.1,2.6
16.8,2.6
17.0,2.4
17.0,4.3
16.9,2.9
15.5,2.4
15.5,3.0
15.5,2.6
15.5,2.6
14.6,1.4
15.6,2.3
17.2,3.6
18.3,5.2
18.9,6.0
20.2,5.4
21.0,4.8
21.5,5.5
21.7,4.8
21.5,4.9
21.6,3.8
20.9,3.2
19.4,3.2
18.2,2.8
17.5,2.9
16.0,2.5
16.1,0.6
15.8,0.0
15.8,0.8
15.1,1.9
14.9,2.5
15.8,1.8
15.5,0.7
15.5,1.6
15.8,1.3
16.4,2.1
18.2,1.5
21.0,0.6
20.8,2.2
22.1,1.8
22.3,2.1
23.0,2.4
23.3,2.9
23.6,2.2
0,0
22.2,2.9
21.2,2.7
20.3,1.9
20.2,0.8
19.9,0.9
20.1,0.0
18.9,1.9
18.7,1.9
0,0
17.2,1.8
17.1,2.4
17.0,1.6
17.1,1.6
16.9,0.2
17.4,0.8
18.8,2.3
20.5,2.8
22.3,2.8
23.6,3.6
23.4,3.7
23.5,3.1
22.9,4.4
23.2,3.8
22.9,4.0
22.5,3.1
21.9,0.8
21.1,1.0
21.4,0.4
21.7,0.1
21.9,0.1
21.8,0.6
21.2,1.0
20.5,0.7
20.0,1.2
19.6,1.3
19.4,1.1
19.4,1.6
19.3,1.6
19.7,2.0
21.5,2.8
23.1,2.4
24.4,2.5
25.3,2.2
25.3,2.5
25.1,4.4
25.0,3.3
25.0,3.1
24.7,3.5
24.1,2.7
23.4,1.5
22.2,1.4
22.1,1.0
21.7,0.9
22.1,0.3
0,0
20.6,2.5
20.8,1.6
20.7,1.5
20.7,1.5
20.7,0.5
20.9,0.2
0,0
20.9,0.1
22.2,0.5
23.6,1.5
25.4,1.6
25.5,1.9
26.2,1.4
25.7,3.2
25.0,2.7
24.8,2.9
25.1,1.2
24.9,1.4
24.0,1.9
